微博正文,发布时间,ip
#福特号航母撤出中东#胡赛拖鞋军就靠着一堆不靠谱的反舰导弹、廉价无人机、火箭弹、小快艇，真的就封锁了红海，劫商船、炸军舰、藐世界霸主如无物，一堆破铜烂铁和美国的天顶星科技打得有来有回。美国“天兵”是怎么反击的呢？天天用美国使用价值210万美元的标准-2防空导弹拦截价值大约在2000美元左右的也门无人机……反击到现在，都没有爆发一场真正“犁庭扫穴”的战斗，海峡就那么点宽，也门就那么大，美国只需拿出当年伊拉克战争、阿富汗战争十分之一的兵力，就能狠狠惩罚对手，但问题是——它根本不敢开战啊。你打几艘小快艇有什么用，也门就在那里，有本事去把敌人“抹掉”啊。伊朗开了艘老掉牙的护卫舰“厄尔布尔士”大摇大摆进红海，美军福特号航母编队同一时间撤离红海……美帝对伊朗一句硬话都不敢讲，反而还恳求伊朗“有责任阻止胡塞武装的行动”。别说打伊朗了，就连伊朗的小号拖鞋军，舞着几根不知道哪儿来的小飞棍，都敢笑帝国主义没有卵子。这也太拉胯了，我们要看的不是这个，要看的是美帝像20多年前那样，上上强度，再来一次“21世纪的十字军东征”，再喊一次“要么站着美国一边，要么站在美国的敌人一边”，十一艘航母、几十万美军倾巢而动，让什么胡赛武装，什么伊朗见识见识什么叫做蓝星第一！你美帝真有威严的话，不打仗也可以，在你的传统势力范围内，发个通缉令，打个电话，敌人就应该头悬北阙了吧？时代真的变了，大家越来越发现，世界上这些明面上的“霸主”，不过是些草台班子，纨绔子弟富二代，只适合在戏台子上穿戴整齐唱戏，真遇到见血搏命的事情，一个个松松垮垮像美稀宗的括约肌。你不得不佩服那些事业初创阶段的“穷兄弟”、“泥腿子”，比如胡塞武装，人家为了阿拉伯民族的利益是真上场、真拼命，这场中东冲突，除了加沙游击战中手撕坦克的哈马斯超人，最拼命的就属胡赛的拖鞋军了……人家是真打出点国际主义战士的味道了，别看他们穷，他们是真能打，从一无所有，到拿回了国家政权，再到反击帝国主义，富裕如沙特，也拿他们没办法，他们的将军，白天面对公众发表演讲怒怼美帝，下班穿着拖鞋坐摩的回家，从他们身上，甚至可以看出人类历史上某些真正精英团队的气质。他们除了穷之外，属于人的宝贵品格都有了，从上到下叫一个生机勃勃万物竞发。如今这个世道，是敢打才敢赢的世道，就算你结驷万乘、旌旗蔽日、连云樯橹……不敢打的话，就都是纸老虎，卵用都没有，平时算参数算吨位算火力算GDP天下无敌，结果被人家泥腿子一口唾脸上，也只是自己擦干。你这天下第一，又有什么意义？#巴以冲突#,2024/1/3 12:43,江苏
【中东“乱成一锅粥”，布林肯第四次出访中东，“面临棘手的问题和艰难的挑战”】据观察者网援引路透社当地时间4日报道，美国国务卿公布了其新年首访行程，他将再度前往中东地区，继续拜登政府就已持续了三个月的巴以冲突而进行的紧张外交活动。这是自去年10月7日此轮巴以冲突升级以来，布林肯第四次访问该地区。法新社报道称，美国国务院发言人马修•米勒表示：“我们并不指望这次访问中的每一次谈话都很容易，该地区显然面临着棘手的问题和艰难的选择。”L动静新闻的微博视频,2024/1/5 11:53,
O网页链接#以色列打不下去了，五个旅将撤出加沙#巴以冲突#抖音热评-今日头条,2024/1/6 6:28,北京
观天下·巴以冲突|尬！美国搞“红海护航”应者寥寥O网页链接,2024/1/2 10:15,广东
以色列将从加沙撤出五个旅。#巴以冲突##国际军事#军事#以色列巴勒斯坦冲突##以色列#L夕琳看世界的微博视频,2024/1/4 10:17,北京
#巴以冲突##以军空袭致哈马斯领导人丧生#贝鲁特当地居民拍摄萨利赫·阿鲁里被暗杀现场（x）L深海一万米的微博视频,2024/1/3 12:39,吉林
就像我数度走到海岸线的尽头再折返回来，生命的长度和宽度都不会发生变化，可是后来我抬起胳膊，感觉到皮肤上布满盐分—也许生命被改变的程度，只是这样一丁点而已，有一天你会发现你的皮肤已渗透了咸咸的夏天的味道。没有谁能过好这一生，可谁规定非要过好这一生呢？只要每一个夏天，还能再来看看海——库索#伊朗发生连环爆炸##伊朗连环爆炸已致73死170伤##巴以冲突#L金陵笑三少的微博视频,2024/1/5 11:50,山东
巴以新一轮冲突持续，以色列女主播被拍到在直播中腰间别枪，网友争议O巴以新一轮冲突持续，以色列女主播被拍到在直播中腰间别枪，网友争议,2024/1/6 5:27,内蒙古
沙特国王为解决巴以冲突提出了最佳方案来源：@宏云之声L炮兵杨昭友的微博视频,2024/1/4 10:14,安徽
此次巴以冲突在西方世界有个很明显的现象：支持巴勒斯坦的势力遭到了西方官方明显的打压，而之前支持恐怖主义的人群并未收到多少压制，甚至有IS分子被法院判决继续留下来的怪事，美军在关塔那摩关押恐怖分子也受到长期抨击。只能说，西方国家政府很大程度上被犹太人控制了，不反以色列，怎么作都没事,2024/1/3 12:32,河北
巴以冲突和俄乌战争的最终结局会是什么样的呢？我在这里提前告诉大家答案。L科学边界程浩然的微博视频,2024/1/5 11:43,上海
法国总统马克龙宣布，法国和约旦合作，1月4号晚从两架C130运输机上往加沙地带空投了七吨人道主义物资。#法兰西的故事##法国向加沙投放人道物资##巴以冲突#L漆园隐吏在巴黎的微博视频,2024/1/6 4:14,法国
哈马斯高官被杀或令动荡升级！外媒：巴以冲突正向整个地区蔓延O哈马斯高官被杀或令动荡升级！外媒：巴以冲突正向整个地区蔓延,2024/1/4 10:01,江苏
以军部队全面退出加沙，小小哈马斯都打不赢，以后等着被灭国吧#巴以冲突#L军武吐槽的微博视频,2024/1/3 12:26,江西
伊朗现连环爆炸案，伤亡悲惨影响深远，诸多分析非美以所干，真实内幕关注发展#伊朗##巴以冲突##国际军事#,2024/1/5 11:43,河北
今晚在抖x直播，继续直播专题：兵器来了—坦克今昔！1日周一19：00，锵锵一人鸣抖x直播，兵器来了！今晚话题：艾森豪威尔将军！可扫图片中的帐号二维码进入直播间。欢迎收看欢迎互动！#巴以冲突#,2024/1/1 11:55,四川
【#伊朗连环爆炸谁是幕后黑手#？】#专家解读伊朗发生连环爆炸#当地时间1月3日，伊朗克尔曼市发生连环爆炸，目前已致95人死亡。伊朗政府将此次爆炸事件定性为恐怖袭击。此次爆炸可能的幕后黑手是谁？巴以冲突影响会否外溢？1月4日，澎湃新闻连线国际问题专家解读。#伊朗总统誓言报复以色列#L澎湃新闻的微博视频,2024/1/4 10:00,
本来要出现的和平曙光，被以色列一炮打没了！据悉，以军对哈马斯高层才采取暗杀行动，连续发射三枚导弹，袭击黎巴嫩贝鲁特，哈马斯政治局副主席萨利赫·阿鲁里遇袭身亡。原本埃及提出立即停火框架方案，哈马斯等抵抗组织已奔赴埃及商谈具体细节。这一炮基本上宣告埃及调停结束。巴以冲突不能再有任何幻想了，除非以色列被拖垮！😡🤲,2024/1/3 12:26,河南
#巴以冲突#据巴勒斯坦媒体：医护人员观察公布了自10月7日以来被以色列军队杀害的374名医护人员的名单。#黄媒不会说的真相#,2024/1/5 11:42,重庆
巴勒斯坦“卡桑旅”官方发布宣传片介绍他们的火箭弹系统，总共有19种不同射程和装药量的火箭弹。#巴以冲突#L沙姆雄狮_EL的微博视频,2024/1/1 11:53,陕西
【期货异动！#红海危机#再度升级，法国达飞宣布涨价，机构提示风险】新年伊始，巴以冲突仍在持续。受红海局势升级影响，集运指数期货再度异动，继1月2日开盘涨停后，1月3日集运指数主力2404合约开盘即涨停，11时曾打开涨停板，随后在下午开盘后再度封板涨停，最终报收于2353.9点。据了解，在过去的13个交易日里，集运指数期货主力合约已经上涨了164%。面对期货异常波动，上海国际能源交易中心再度发布公告，自2024年1月4日交易起，非期货公司会员、境外特殊非经纪参与者、客户在集运指数2408期货合约日内开仓交易的最大数量为50手。O期货异动！红海危机再度升级，法国达飞宣布涨价，机构提示风险,2024/1/4 10:00,
以色列国防军批准发布了第509条讣告（加沙地面战第176条）：米龙·莫什·格什军士长，战斗工程兵团“亚哈拉姆”特种部队的成员，在巴勒斯坦加沙地区北部被击毙。来源：以色列国防军#巴以冲突#,2024/1/3 12:26,陕西
不祥之音！新年伊始红海便传来不祥之音！美军击沉三艘胡塞武装快艇致十人死亡！这是双方首次碰撞后续发展全球关注！双方都有准备各有预案！没有立刻升级说明都在试探！红海动向一定程度上决定巴以冲突走向！序幕已拉开大戏能远？,2024/1/2 10:13,辽宁
以色列在为长期战争做准备元旦前夕，以色列国防军发言人哈加里对外表示：“一些预备役士兵将于本周返回家人身边，回到他们的工作岗位。”哈加里强调这有利于以色列经济的发展，有了强大的经济作为基础，才能支持长期的巴以冲突。我们知道，在巴以冲突发生后，以色列征召了30万预备役人员上前线，但实际上用不了这么多人员。30万预备役人员对以色列不是小数目，特别是他们都是青壮年人，是以色列经济建设的中坚力量。,2024/1/1 11:48,河北
【期货异动！#红海危机#再度升级，法国达飞宣布涨价，机构提示风险】新年伊始，巴以冲突仍在持续。受红海局势升级影响，集运指数期货再度异动，继1月2日开盘涨停后，1月3日集运指数主力2404合约开盘即涨停，11时曾打开涨停板，随后在下午开盘后再度封板涨停，最终报收于2353.9点。据了解，在过去的13个交易日里，集运指数期货主力合约已经上涨了164%。面对期货异常波动，上海国际能源交易中心再度发布公告，自2024年1月4日交易起，非期货公司会员、境外特殊非经纪参与者、客户在集运指数2408期货合约日内开仓交易的最大数量为50手。O期货异动！红海危机再度升级，法国达飞宣布涨价，机构提示风险,2024/1/4 10:00,
加沙的抵抗运动展示了在加沙东部的Al-Tuffah和Al-Daraj轴线袭击以色列装甲车的场景。#巴以冲突#L新西兰联合的微博视频,2024/1/3 12:25,新西兰
2023年很快淹没在时间的长河里。你怎么总结这过去的一年呢？今年是疫情放开的第1年，明显的感觉街上又开始赌车了，酒店、饭馆也变的门庭若市，人们会抓住一切可利用的时间去旅游。经济仿佛变的一片大好！可我却没有一点感觉。国际上俄乌战争还在继续，巴以冲突又成为新热点……这和我又有什么关系呢！我的生活一天天就像单曲循环，说不上好，也说不上差，就是无咮。我一直在计划，却一直在原地，感觉自己生活偏离轨道，一样会总结，期待自己将来会更好！终于到年底了，回望这一年：我还是一事无成。承认自己就是一个普通人。不管怎么计划怎么努力，我们的生活都好不到哪里。也没有什么好沮丧的，因为我们80%的人都是普通人。该吃吃，该喝喝，每天的阳光依然明媚，依然不会耽误我在这毫无激情的生活中灿烂！在漆黑的夜空中我依然是那点亮夜空最亮的烟火。2023年过去了，我很想念你离去时的笑脸……,2024/1/2 10:08,内蒙古
【#加沙民众的新年愿望是停火和回家#】加沙地带民众在战火和硝烟中迎来了新的一年。不少人在接受央视加沙报道员采访时说出了他们异常朴素而简单的新年愿望：冲突结束，早日回家。#加沙儿童的新年愿望是和世界上其他孩子一样生活#还有加沙孩子说，希望回学校学习、踢球，希望能过上和世界上其他孩子一样的生活。#总台加沙报道员直击巴以冲突#（CCTV国际时讯）LCCTV国际时讯的微博视频,2024/1/1 11:48,
【期货异动！#红海危机#再度升级，法国达飞宣布涨价，机构提示风险】新年伊始，巴以冲突仍在持续。受红海局势升级影响，集运指数期货再度异动，继1月2日开盘涨停后，1月3日集运指数主力2404合约开盘即涨停，11时曾打开涨停板，随后在下午开盘后再度封板涨停，最终报收于2353.9点。据了解，在过去的13个交易日里，集运指数期货主力合约已经上涨了164%。面对期货异常波动，上海国际能源交易中心再度发布公告，自2024年1月4日交易起，非期货公司会员、境外特殊非经纪参与者、客户在集运指数2408期货合约日内开仓交易的最大数量为50手。O期货异动！红海危机再度升级，法国达飞宣布涨价，机构提示风险,2024/1/4 10:00,
以色列，一直在轰炸周边国家：巴勒斯坦，叙利亚，黎巴嫩，底气是真足。人在做，天在看。1月2日刚刚又轰炸了黎巴嫩🇱🇧。#巴以冲突#（源：X，lesnews）L法国漂的微博视频,2024/1/3 12:25,摩洛哥
信息茧房真的很可怕。我的dy之前一段时间一直刷到巴以冲突。我还以为大家的dy都会刷到。。原来不是这样的。,2024/1/6 2:59,北京
观天下·巴以冲突|尬！美国搞“红海护航”应者寥寥O网页链接,2024/1/2 10:07,广东
【#加沙民众的新年愿望是停火和回家#】加沙地带民众在战火和硝烟中迎来了新的一年。不少人在接受央视加沙报道员采访时说出了他们异常朴素而简单的新年愿望：冲突结束，早日回家。#加沙儿童的新年愿望是和世界上其他孩子一样生活#还有加沙孩子说，希望回学校学习、踢球，希望能过上和世界上其他孩子一样的生活。#总台加沙报道员直击巴以冲突#（CCTV国际时讯）LCCTV国际时讯的微博视频,2024/1/1 11:48,
【期货异动！#红海危机#再度升级，法国达飞宣布涨价，机构提示风险】新年伊始，巴以冲突仍在持续。受红海局势升级影响，集运指数期货再度异动，继1月2日开盘涨停后，1月3日集运指数主力2404合约开盘即涨停，11时曾打开涨停板，随后在下午开盘后再度封板涨停，最终报收于2353.9点。据了解，在过去的13个交易日里，集运指数期货主力合约已经上涨了164%。面对期货异常波动，上海国际能源交易中心再度发布公告，自2024年1月4日交易起，非期货公司会员、境外特殊非经纪参与者、客户在集运指数2408期货合约日内开仓交易的最大数量为50手。O期货异动！红海危机再度升级，法国达飞宣布涨价，机构提示风险,2024/1/4 9:59,
【记者直击-仇亚骤减？纽约仇恨犯罪现状】自新冠疫情发生后，针对亚裔仇恨犯罪的数量骤增，引起纽约华人一度恐慌，纽约市警当时也特别建立了仇亚犯罪小组。如今新冠疫情已经过去，巴以冲突成为民众关注的焦点，随之而来的针对犹太裔的仇恨犯罪数量大幅增加，这让纽约市整体的仇恨犯罪数据仍维持在了历史高点。美国#仇亚犯罪##近年来美国仇亚问题尤其突出#L美国中文电视的微博视频,2024/1/6 2:45,
号称最小的超级大国军队被游击队打哭了！以色列士兵和军官在加沙被打哭的视频曝光#巴以冲突#L军武吐槽的微博视频,2024/1/2 10:03,江西
【#加沙民众的新年愿望是停火和回家#】加沙地带民众在战火和硝烟中迎来了新的一年。不少人在接受央视加沙报道员采访时说出了他们异常朴素而简单的新年愿望：冲突结束，早日回家。#加沙儿童的新年愿望是和世界上其他孩子一样生活#还有加沙孩子说，希望回学校学习、踢球，希望能过上和世界上其他孩子一样的生活。#总台加沙报道员直击巴以冲突#（CCTV国际时讯）LCCTV国际时讯的微博视频,2024/1/1 11:47,
天兵心善，在加沙释放了被拘留者，一头驴视频地址：نبضالتحرير💚🇵🇸💚#极端组织宣称对伊朗爆炸袭击负责##伊朗爆炸事件死亡人数上升至103人##巴以冲突#,2024/1/5 11:35,北京
[中字]诺曼·芬克尔斯坦讲解巴以冲突历史事实，看完泪目|2023年11月4日|NormanFinkelstein#哔哩哔哩动画#O[中字]诺曼·芬克尔斯坦讲解巴以冲突历史事实，看完泪目|2023年11月4日|NormanFinkelstein,2024/1/6 2:12,安徽
观天下·巴以冲突|尬！美国搞“红海护航”应者寥寥O网页链接,2024/1/2 10:02,中国
#巴以冲突##近东救济工程处#这是真的假的，还是骗子？,2024/1/1 11:46,山东
半岛电视台军事专家对新发布的哈马斯大片分析时候的表情笑死我了视频地址：#极端组织宣称对伊朗爆炸袭击负责##伊朗爆炸事件死亡人数上升至103人##巴以冲突#,2024/1/5 11:30,北京
其实这个案子还可以折射到巴以冲突为什么老美被以国牵着鼻子走单单是为了钱啊开什么玩喜钱可都是美国人自己印的他们会介意钱？深度控制才是本源只要控制住了你的钱就是我的钱你的嘴就是我的嘴你的手就是我的手就算知道种族灭绝知道败坏形象最后天崩地裂这个援助也得给日韩这种孙子辈的没见过爸爸这么儿子的时候以国这么多年持之以恒的不做人肯定就是得意忘形的结果没有别的可能性仰仗的就是寄生在星球第一国家的中枢系统手段么前面已经提到了见不得人的事情均匀地勒在大党派的主要负责人每个的脖子上只有独立自主横看竖看完全依靠本国人民为了人民的那个神秘东方大国才算文明的希望,2024/1/6 1:53,重庆
1月2日最新消息，英国天空新闻报道：“也门消息人士称，胡塞武装炮艇与一艘美国军舰在红海持续发生暴力冲突。”视频为胡塞武装发射反舰导弹袭击美国海军舰艇的镜头。胡赛武装真是刚啊！#巴以冲突##红海危机##以色列#L缘木球鱼的微博视频,2024/1/2 9:56,福建
军事哈马斯竟然拥有路基防空系统#老兵带你看宁夏##巴以冲突#L拂晓哨位的微博视频,2024/1/1 11:45,宁夏
【持枪上班？#以色列女主播被拍到在直播中腰间别枪#】巴以新一轮冲突持续近三个月之际，一张“以色列女主播被拍到在直播中腰间别枪”的照片，近日在社交媒体上传播并引发关注。对于这一举动，有网友表示赞同，认为需要做好准备，但也有网友质疑：如果巴勒斯坦人这样做，可能会被视作“恐怖分子”。L看看新闻全球眼的微博视频#以色列女主播在新闻播报期间腰上别枪#,2024/1/5 11:27,四川
《俄乌哈以1.5：伊斯兰国承认制造爆炸，乌对俄发动大规模报复！》#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报##哈以冲突##巴以冲突##以色列##哈马斯##加沙##以军全面包围加沙城#O俄乌哈以1.5：伊斯兰国承认制造爆炸，乌对俄发动大规模报复！,2024/1/6 1:31,北京
#凤凰新闻#2024年是美国的选举之年，中国要做的就是避免成为选举焦点，中美关系有望度过平稳的一年【国际局势前瞻：观世界之变，中国把握外交“时”与“势”】中新网1月2日电(记者陈彩霞孟湘君)过去一年，乌克兰危机延宕、巴以新一轮冲突等大事件此起彼伏、交织共振，深刻影响了国际秩...O国际局势前瞻：观世界之变，中国把握外交“时”与“势”来自@凤凰新闻客户端,2024/1/2 9:50,吉林
以色列国防军1月1日表示，哈马斯在新年伊始从加沙地带向以色列发射大量火箭弹。画面显示，火箭弹从加沙接连升空，背景传来民众欢呼和口哨声。#巴以冲突#L厚说信念的微博视频,2024/1/1 11:45,河北
【#加沙儿童新年愿望是不要在2024年死去#】巴以冲突持续加剧，加沙儿童在战火中告别了2023年。新的一年，他们的愿望是：希望不要在2024年死去，希望战争结束。L央视网的微博视频（via.@央视网）,2024/1/4 9:58,
加沙医院，在轰炸中受伤的孩童！#巴以冲突#L步菌统领的微博视频,2024/1/5 11:25,河南
以军又找到并摧毁了一个哈马斯武器藏匿库#哈以冲突##巴以冲突##以色列##哈马斯##加沙##以军全面包围加沙城#L晨雾的微博视频,2024/1/6 1:15,北京
观天下·巴以冲突|尬！美国搞“红海护航”应者寥寥O网页链接,2024/1/2 9:49,浙江
#巴以冲突#2024年初以色列遭受火箭弹袭击。随着以色列进入2024年，大量火箭弹从加沙向以色列多个城市发射。（来源:X原推特）L孤烟暮蝉的微博视频,2024/1/1 11:40,广东
【正在直播｜伊朗克尔曼市发生连环爆炸，谁干的？】当地时间1月3日，伊朗克尔曼市发生连环爆炸，目前已致95人死亡。伊朗政府将此次爆炸事件定性为恐怖袭击。此次爆炸可能的幕后黑手是谁？巴以冲突影响会否外溢？1月4日，澎湃新闻连线国际问题专家解读。#伊朗修正爆炸死亡人数至95人#L七环视频的微博视频,2024/1/4 9:58,
【持枪上班？#以色列女主播被拍到在直播中腰间别枪#】巴以新一轮冲突持续近三个月之际，一张“以色列女主播被拍到在直播中腰间别枪”的照片，近日在社交媒体上传播并引发关注。对于这一举动，有网友表示赞同，认为需要做好准备，但也有网友质疑：如果巴勒斯坦人这样做，可能会被视作“恐怖分子”。L看看新闻全球眼的微博视频,2024/1/5 11:25,
曾经被吓唬要强制被遣返的那个中国留学生，在中国驻法大使馆的关切下，强制遣返被法国奥尔良行政法院判决取消。法院在判决书中认为，该学生从未表现出种族主义或暴力行为，从未呼吁过对任何群体的仇恨，有关涂鸦是孤立事件。该学生的老师和同学对其予以高度评价，该学生还真诚表示对自己的行为感到后悔。有关涂鸦快速被清除，未引起任何反响，所以也并未破坏公共秩序。#巴以冲突##法国#,2024/1/6 1:00,摩洛哥
��🇸🔴‼️突发事件：以色列国防军士兵哭泣和尖叫以色列媒体发布了一段以色列国防军士兵在加沙地带北部拜特哈农与哈马斯作战时哭泣和尖叫的镜头。（已添加英文字幕）大象军事#巴以冲突#L大象搬砖的微博视频,2024/1/2 9:44,福建
FOXNews：自10月17日以来，美国在该地区的驻扎地遭遇伊朗支持的军事组织118次袭击。飞扬军事#巴以冲突#,2024/1/3 12:17,江苏
疯狂！以色列在黎巴嫩首都贝鲁特定点清除哈马斯领导人阿鲁里！欲刺激黎巴嫩报复拖美下水！伊朗克尔曼市发生连环爆炸至少73人死亡！欲刺激伊朗动手拖美下水！前者要冷静交给真主党！后者要克制胡塞武装多干点活！以色列唯恐巴以冲突不外溢！到处制造事端疯狂至极！天欲使其灭亡必先令其疯狂！,2024/1/4 9:57,辽宁
#加沙最主要港口在以军行动下几乎全毁#近日，总台加沙报道员前往加沙城以西、加沙地带最主要的港口加沙港进行探访，发现那里渔船沉没、道路被毁，这处加沙地带唯一的港口几乎被完全摧毁，曾经喧闹繁忙的海港陷入沉寂。#总台加沙报道员直击巴以冲突#LCCTV国际时讯的微博视频,2024/1/5 11:20,
#量化对冲基金#外交部：敦促巴以冲突当事方切实落实联合国安理会和联大有关决议1月5日讯，外交部发言人汪文斌1月5日主持例行记者会。有记者提问，据报道，南非日前向联合国国际法院提起诉讼，指控以色列违反了联合国《防止及惩治灭绝种族罪公约》。中方对此有何评论？汪文斌表示，我们注意到有关的案件。此轮巴以冲突爆发以来，已造成加沙地区22000多人死亡，其中绝大多数是平民。迄今，每天仍有上百名加沙平民死亡。这一状况不应再持续下去了。中方反对任何违反国际法的做法，敦促冲突当事方，切实落实联合国安理会和联大有关决议，立即全面停火止战，停止对加沙地带民众的集体惩罚。（央视新闻）,2024/1/6 0:33,广东
自创产品#巴以冲突##俄乌局势新进展##上热门挑战#L联灿投资播递的微博视频,2024/1/2 9:44,广东
她算不算是背国弃祖，认贼作父，助纣为虐？据以色列《新消息报》报道，此女祖籍河南，年龄24岁，大学二年级时移民于以色列。现名为阿比盖尔-温德伯格。2023年9月在以色列参军入伍，成为了一名地地道道的以色列中国女兵。如今显然也是巴以冲突屠杀中的一员，职责为以色列215炮兵旅信号操作兵。试问有朝一日，她战死沙场了，你会同情她吗？（头闻导航）,2024/1/3 12:17,上海
【#以巴冲突#｜以与多国商讨接收“自愿”迁离加沙难民，包括非洲刚果】《以色列时报》周三（3日）报道称，以色列政府正与数个国家秘密商讨接收“自愿”迁离加沙的巴勒斯坦人，包括非洲刚果。报道指，以色列总理内塔尼亚胡上周一曾在利库德集团会议上表示，正寻求促使加沙的巴勒斯坦人“自愿”迁离加沙，目前的问题是要找到愿意接收的国家。以情报部长加姆利尔在会上表示，战争结束时，哈马斯会崩溃，加沙地带将没有市政当局，平民将完全依赖人道援助，不会有工作机会，当地“60%的农业用地将成为安全缓冲区，自愿移民是战斗结束后最好、最现实的计划”。#关于以巴冲突的最新消息##以巴冲突升级##以巴战争#O网页链接,2024/1/4 9:53,
世界不太平，国家恒斗争，人类无安全。各民族自相残杀，弱肉强食，战火不断，生灵涂炭，冤冤相报何时了！俄乌战争，巴以冲突，缅北内战，伊朗恐怖袭击，红海船运危机，日本地震……国内贪污腐败，百姓贫困，房地产烂尾，股票、彩票、红会，足球……信用危机，无一不是利益之争。每一样都是挑战与忧患，增加社会动荡，干扰百姓生活，影响人类和谐。但你心静如水清，修身养性慧，回归自然定，淡泊明志高，还是能发现许多美好，许多惊喜，许多安逸，忘记那些世界的纷争，烦恼，忧愁。,2024/1/5 11:19,江苏
无所谓，俄乌和巴以都冲突这么长时间了，还差你北朝和南韩么,2024/1/6 0:27,日本
#巴以冲突#土耳其严厉打击摩萨德土耳其拘留了33名涉嫌为以色列摩萨德从事间谍活动的人员(x）L深海一万米的微博视频,2024/1/3 12:16,吉林
#强烈呼吁巴以双方停止军事冲突##拜登支持率显现惊人颓势##马仕健42首正能量歌曲传递中国好声音#以军空袭贝鲁特加剧中东危机K人类命运共同体港报社论中美对话合作对全球至关重要美国国债高达34万亿美元,2024/1/4 9:41,广东
#本轮巴以冲突已致加沙超2.24万人死亡#据加沙地带卫生部门公布的数据，本轮巴以冲突爆发以来，加沙地带已有22438名巴勒斯坦人死亡，超过5.7万人受伤。#以色列防长称战后将有条件不控制加沙#以色列防长加兰特1月4日提交了下一阶段以色列对加沙地带作战计划。加兰特称，“将在加沙地带北部采取更有针对性的措施，并在加沙地带南部继续追击哈马斯领导人，行动将包括突袭、拆除哈马斯地下隧道、空袭和地面行动以及特殊部队行动”。加兰特还称，本轮冲突结束后，“以色列不会控制加沙地带，加沙地带将由巴勒斯坦人控制”，但前提条件是“加沙地带不再对以色列做出敌对或威胁的举动”，而“以色列将保留行动的自由”。@CCTV国际时讯LCCTV国际时讯的微博视频,2024/1/5 11:19,山西
